"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","1308","Contraceptives - Hormonal","Northland",2020,"13000","6659",99.3
"Initial dispensings","1308","Contraceptives - Hormonal","Waitemata",2020,"52944","26359",94.7
"Initial dispensings","1308","Contraceptives - Hormonal","Auckland",2020,"45849","22463",91.6
"Initial dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2020,"37322","18728",93.7
"Initial dispensings","1308","Contraceptives - Hormonal","Waikato",2020,"37428","18893",98.7
"Initial dispensings","1308","Contraceptives - Hormonal","Lakes",2020,"8670","4519",97.8
"Initial dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2020,"20185","10509",99
"Initial dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2020,"3331","1765",97.1
"Initial dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2020,"12355","6516",99.4
"Initial dispensings","1308","Contraceptives - Hormonal","Taranaki",2020,"10268","5224",99.1
"Initial dispensings","1308","Contraceptives - Hormonal","MidCentral",2020,"16372","8464",99.1
"Initial dispensings","1308","Contraceptives - Hormonal","Whanganui",2020,"5412","2719",98.2
"Initial dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2020,"34417","16964",95.6
"Initial dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2020,"12842","6574",98.4
"Initial dispensings","1308","Contraceptives - Hormonal","Wairarapa",2020,"3753","1971",98.5
"Initial dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2020,"12039","6384",99.6
"Initial dispensings","1308","Contraceptives - Hormonal","West Coast",2020,"2317","1262",99.6
"Initial dispensings","1308","Contraceptives - Hormonal","Canterbury",2020,"56375","28578",97.9
"Initial dispensings","1308","Contraceptives - Hormonal","South Canterbury",2020,"5579","2818",98.9
"Initial dispensings","1308","Contraceptives - Hormonal","Southern",2020,"36789","18840",97.9
"Initial dispensings","1308","Contraceptives - Hormonal","New Zealand",2020,"427247","210592",96.6
"Initial dispensings","1308","Contraceptives - Hormonal","Northland",2021,"12758","6726",99.5
"Initial dispensings","1308","Contraceptives - Hormonal","Waitemata",2021,"51378","25614",95.4
"Initial dispensings","1308","Contraceptives - Hormonal","Auckland",2021,"43898","21954",92.9
"Initial dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2021,"36315","18751",94.6
"Initial dispensings","1308","Contraceptives - Hormonal","Waikato",2021,"35792","18378",98.9
"Initial dispensings","1308","Contraceptives - Hormonal","Lakes",2021,"8035","4241",98.9
"Initial dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2021,"19743","10404",99.4
"Initial dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2021,"3243","1766",98.4
"Initial dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2021,"12107","6352",99.4
"Initial dispensings","1308","Contraceptives - Hormonal","Taranaki",2021,"9893","5093",99.4
"Initial dispensings","1308","Contraceptives - Hormonal","MidCentral",2021,"15680","8275",99.3
"Initial dispensings","1308","Contraceptives - Hormonal","Whanganui",2021,"5139","2619",98.6
"Initial dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2021,"33656","17092",96.7
"Initial dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2021,"12873","6629",98.6
"Initial dispensings","1308","Contraceptives - Hormonal","Wairarapa",2021,"3642","1941",98.6
"Initial dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2021,"11852","6269",99.7
"Initial dispensings","1308","Contraceptives - Hormonal","West Coast",2021,"2194","1158",99.8
"Initial dispensings","1308","Contraceptives - Hormonal","Canterbury",2021,"55034","28164",98.1
"Initial dispensings","1308","Contraceptives - Hormonal","South Canterbury",2021,"5090","2619",99.3
"Initial dispensings","1308","Contraceptives - Hormonal","Southern",2021,"35249","18286",98.3
"Initial dispensings","1308","Contraceptives - Hormonal","New Zealand",2021,"413571","206354",97.2
"Initial dispensings","1308","Contraceptives - Hormonal","Northland",2022,"12343","6463",99.3
"Initial dispensings","1308","Contraceptives - Hormonal","Waitemata",2022,"50865","25400",96.5
"Initial dispensings","1308","Contraceptives - Hormonal","Auckland",2022,"42952","21301",93.2
"Initial dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2022,"37081","19027",95.6
"Initial dispensings","1308","Contraceptives - Hormonal","Waikato",2022,"33952","17341",99.4
"Initial dispensings","1308","Contraceptives - Hormonal","Lakes",2022,"7617","4028",98.9
"Initial dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2022,"19304","10127",99.1
"Initial dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2022,"2891","1565",99.1
"Initial dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2022,"11898","6102",99.3
"Initial dispensings","1308","Contraceptives - Hormonal","Taranaki",2022,"9533","4985",99.6
"Initial dispensings","1308","Contraceptives - Hormonal","MidCentral",2022,"14588","7611",99.4
"Initial dispensings","1308","Contraceptives - Hormonal","Whanganui",2022,"4684","2388",98
"Initial dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2022,"31141","15839",98.1
"Initial dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2022,"11894","6161",98.4
"Initial dispensings","1308","Contraceptives - Hormonal","Wairarapa",2022,"3509","1862",99.3
"Initial dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2022,"10824","5825",99.7
"Initial dispensings","1308","Contraceptives - Hormonal","West Coast",2022,"2077","1122",99.7
"Initial dispensings","1308","Contraceptives - Hormonal","Canterbury",2022,"53201","27100",98.7
"Initial dispensings","1308","Contraceptives - Hormonal","South Canterbury",2022,"4726","2410",99.6
"Initial dispensings","1308","Contraceptives - Hormonal","Southern",2022,"33666","17586",98.6
"Initial dispensings","1308","Contraceptives - Hormonal","New Zealand",2022,"398746","199105",97.7
"Dispensings","1308","Contraceptives - Hormonal","Northland",2018,"12822","6613",98.3
"Dispensings","1308","Contraceptives - Hormonal","Waitemata",2018,"54699","26944",93.9
"Dispensings","1308","Contraceptives - Hormonal","Auckland",2018,"48303","23333",90
"Dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2018,"37376","18697",93.1
"Dispensings","1308","Contraceptives - Hormonal","Waikato",2018,"39268","19450",97.9
"Dispensings","1308","Contraceptives - Hormonal","Lakes",2018,"8845","4560",97.3
"Dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2018,"19455","9968",98.9
"Dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2018,"3254","1743",98.8
"Dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2018,"13137","6552",99.3
"Dispensings","1308","Contraceptives - Hormonal","Taranaki",2018,"10621","5379",99.2
"Dispensings","1308","Contraceptives - Hormonal","MidCentral",2018,"16902","8622",99
"Dispensings","1308","Contraceptives - Hormonal","Whanganui",2018,"5145","2652",97.8
"Dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2018,"35852","17750",94.9
"Dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2018,"13221","6570",97.2
"Dispensings","1308","Contraceptives - Hormonal","Wairarapa",2018,"4259","2048",97.7
"Dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2018,"12611","6448",99.5
"Dispensings","1308","Contraceptives - Hormonal","West Coast",2018,"2345","1241",99.5
"Dispensings","1308","Contraceptives - Hormonal","Canterbury",2018,"58634","28891",97
"Dispensings","1308","Contraceptives - Hormonal","South Canterbury",2018,"5714","2918",98.7
"Dispensings","1308","Contraceptives - Hormonal","Southern",2018,"35934","17859",97
"Dispensings","1308","Contraceptives - Hormonal","New Zealand",2018,"438397","211851",95.9
"Dispensings","1308","Contraceptives - Hormonal","Northland",2019,"12936","6560",99
"Dispensings","1308","Contraceptives - Hormonal","Waitemata",2019,"57555","26968",94.7
"Dispensings","1308","Contraceptives - Hormonal","Auckland",2019,"49671","23275",90.5
"Dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2019,"39817","18885",93.3
"Dispensings","1308","Contraceptives - Hormonal","Waikato",2019,"41147","19195",98.5
"Dispensings","1308","Contraceptives - Hormonal","Lakes",2019,"9092","4535",97.6
"Dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2019,"21048","10135",98.9
"Dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2019,"3315","1669",98
"Dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2019,"13572","6496",99.4
"Dispensings","1308","Contraceptives - Hormonal","Taranaki",2019,"10772","5252",99.2
"Dispensings","1308","Contraceptives - Hormonal","MidCentral",2019,"18150","8715",99.2
"Dispensings","1308","Contraceptives - Hormonal","Whanganui",2019,"5410","2668",97.9
"Dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2019,"38242","17771",94.9
"Dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2019,"14059","6675",97.6
"Dispensings","1308","Contraceptives - Hormonal","Wairarapa",2019,"4531","1985",97.9
"Dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2019,"13054","6465",99.6
"Dispensings","1308","Contraceptives - Hormonal","West Coast",2019,"2428","1263",99.8
"Dispensings","1308","Contraceptives - Hormonal","Canterbury",2019,"62660","29228",97.7
"Dispensings","1308","Contraceptives - Hormonal","South Canterbury",2019,"5947","2827",99.1
"Dispensings","1308","Contraceptives - Hormonal","Southern",2019,"39378","18914",97.3
"Dispensings","1308","Contraceptives - Hormonal","New Zealand",2019,"462784","213211",96.3
"Dispensings","1308","Contraceptives - Hormonal","Northland",2020,"15934","6674",99.5
"Dispensings","1308","Contraceptives - Hormonal","Waitemata",2020,"65553","26463",95.7
"Dispensings","1308","Contraceptives - Hormonal","Auckland",2020,"54121","22553",92.8
"Dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2020,"44858","18790",94.8
"Dispensings","1308","Contraceptives - Hormonal","Waikato",2020,"47017","18966",98.9
"Dispensings","1308","Contraceptives - Hormonal","Lakes",2020,"11008","4531",98.3
"Dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2020,"25549","10546",99.2
"Dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2020,"4269","1773",97.7
"Dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2020,"15551","6535",99.5
"Dispensings","1308","Contraceptives - Hormonal","Taranaki",2020,"12837","5236",99.2
"Dispensings","1308","Contraceptives - Hormonal","MidCentral",2020,"21142","8496",99.3
"Dispensings","1308","Contraceptives - Hormonal","Whanganui",2020,"6641","2723",98.4
"Dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2020,"44517","17052",96.5
"Dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2020,"16436","6608",98.8
"Dispensings","1308","Contraceptives - Hormonal","Wairarapa",2020,"4994","1976",98.9
"Dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2020,"15338","6404",99.7
"Dispensings","1308","Contraceptives - Hormonal","West Coast",2020,"2939","1265",99.7
"Dispensings","1308","Contraceptives - Hormonal","Canterbury",2020,"72645","28666",98.4
"Dispensings","1308","Contraceptives - Hormonal","South Canterbury",2020,"6849","2824",99.1
"Dispensings","1308","Contraceptives - Hormonal","Southern",2020,"46134","18922",98.3
"Dispensings","1308","Contraceptives - Hormonal","New Zealand",2020,"534332","210939",97.3
"Dispensings","1308","Contraceptives - Hormonal","Northland",2021,"14855","6786",99.5
"Dispensings","1308","Contraceptives - Hormonal","Waitemata",2021,"60823","25922",96.1
"Dispensings","1308","Contraceptives - Hormonal","Auckland",2021,"49176","22151",93.7
"Dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2021,"41814","18942",95.3
"Dispensings","1308","Contraceptives - Hormonal","Waikato",2021,"42228","18576",99.1
"Dispensings","1308","Contraceptives - Hormonal","Lakes",2021,"9691","4298",99.1
"Dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2021,"23649","10521",99.5
"Dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2021,"4158","1781",98.8
"Dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2021,"14410","6422",99.5
"Dispensings","1308","Contraceptives - Hormonal","Taranaki",2021,"11739","5154",99.4
"Dispensings","1308","Contraceptives - Hormonal","MidCentral",2021,"18915","8376",99.4
"Dispensings","1308","Contraceptives - Hormonal","Whanganui",2021,"5872","2640",98.8
"Dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2021,"40611","17296",97.3
"Dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2021,"15741","6707",98.8
"Dispensings","1308","Contraceptives - Hormonal","Wairarapa",2021,"4649","1967",98.9
"Dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2021,"14229","6344",99.7
"Dispensings","1308","Contraceptives - Hormonal","West Coast",2021,"2563","1176",99.8
"Dispensings","1308","Contraceptives - Hormonal","Canterbury",2021,"66904","28507",98.4
"Dispensings","1308","Contraceptives - Hormonal","South Canterbury",2021,"5846","2645",99.3
"Dispensings","1308","Contraceptives - Hormonal","Southern",2021,"41560","18491",98.5
"Dispensings","1308","Contraceptives - Hormonal","New Zealand",2021,"489433","208299",97.6
"Dispensings","1308","Contraceptives - Hormonal","Northland",2022,"14275","6531",99.4
"Dispensings","1308","Contraceptives - Hormonal","Waitemata",2022,"59938","25666",97
"Dispensings","1308","Contraceptives - Hormonal","Auckland",2022,"48099","21516",93.9
"Dispensings","1308","Contraceptives - Hormonal","Counties Manukau",2022,"42391","19213",96.2
"Dispensings","1308","Contraceptives - Hormonal","Waikato",2022,"40285","17514",99.5
"Dispensings","1308","Contraceptives - Hormonal","Lakes",2022,"9148","4074",99.1
"Dispensings","1308","Contraceptives - Hormonal","Bay of Plenty",2022,"23108","10223",99.3
"Dispensings","1308","Contraceptives - Hormonal","Tairawhiti",2022,"3756","1586",99.3
"Dispensings","1308","Contraceptives - Hormonal","Hawke's Bay",2022,"14437","6170",99.5
"Dispensings","1308","Contraceptives - Hormonal","Taranaki",2022,"11509","5048",99.7
"Dispensings","1308","Contraceptives - Hormonal","MidCentral",2022,"17865","7710",99.5
"Dispensings","1308","Contraceptives - Hormonal","Whanganui",2022,"5341","2408",98.2
"Dispensings","1308","Contraceptives - Hormonal","Capital & Coast",2022,"37576","16049",98.4
"Dispensings","1308","Contraceptives - Hormonal","Hutt Valley",2022,"14654","6256",98.7
"Dispensings","1308","Contraceptives - Hormonal","Wairarapa",2022,"4461","1888",99.4
"Dispensings","1308","Contraceptives - Hormonal","Nelson Marlborough",2022,"13101","5901",99.8
"Dispensings","1308","Contraceptives - Hormonal","West Coast",2022,"2417","1128",99.7
"Dispensings","1308","Contraceptives - Hormonal","Canterbury",2022,"64985","27410",98.9
"Dispensings","1308","Contraceptives - Hormonal","South Canterbury",2022,"5397","2434",99.7
"Dispensings","1308","Contraceptives - Hormonal","Southern",2022,"39582","17761",98.8
"Dispensings","1308","Contraceptives - Hormonal","New Zealand",2022,"472325","200960",98
"Initial dispensings","1301","Contraceptives - Non-hormonal","Northland",2018,"1073","969",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2018,"6234","5697",98.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Auckland",2018,"5209","4701",98.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2018,"5338","4843",99.3
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waikato",2018,"4346","3988",97.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Lakes",2018,"605","560",99
"Initial dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2018,"1970","1826",99.2
"Initial dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2018,"177","167",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2018,"970","902",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2018,"1050","990",99
"Initial dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2018,"1425","1331",99.3
"Initial dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2018,"384","366",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2018,"3131","2880",98.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2018,"1184","1094",99
"Initial dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2018,"301","283",98.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2018,"1098","1027",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","West Coast",2018,"197","184",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2018,"6315","5777",99.1
"Initial dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2018,"481","444",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Southern",2018,"3375","3092",98.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2018,"44863","41028",98.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Northland",2019,"1045","972",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2019,"6165","5689",98.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Auckland",2019,"5073","4593",98.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2019,"5498","5006",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waikato",2019,"4378","3984",99.1
"Initial dispensings","1301","Contraceptives - Non-hormonal","Lakes",2019,"581","547",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2019,"2231","2046",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2019,"174","163",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2019,"997","932",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2019,"1087","1014",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2019,"1428","1342",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2019,"451","430",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2019,"3222","2974",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2019,"1193","1121",99.3
"Initial dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2019,"297","281",98.3
"Initial dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2019,"1114","1031",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","West Coast",2019,"208","193",99
"Initial dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2019,"6687","6126",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2019,"512","476",99
"Initial dispensings","1301","Contraceptives - Non-hormonal","Southern",2019,"3424","3161",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2019,"45765","41976",99.3
"Initial dispensings","1301","Contraceptives - Non-hormonal","Northland",2020,"1067","974",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2020,"5970","5376",99.3
"Initial dispensings","1301","Contraceptives - Non-hormonal","Auckland",2020,"4851","4300",99.1
"Initial dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2020,"6082","5441",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waikato",2020,"4145","3735",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Lakes",2020,"569","512",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2020,"2339","2125",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2020,"181","171",98.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2020,"919","852",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2020,"1027","943",99.1
"Initial dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2020,"1393","1269",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2020,"544","489",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2020,"3445","3122",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2020,"1174","1076",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2020,"288","262",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2020,"1122","1024",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","West Coast",2020,"200","175",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2020,"6181","5612",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2020,"505","452",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Southern",2020,"3487","3154",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2020,"45489","40968",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Northland",2021,"1147","1033",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2021,"5666","5082",99.2
"Initial dispensings","1301","Contraceptives - Non-hormonal","Auckland",2021,"4677","4162",99.2
"Initial dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2021,"5810","5138",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waikato",2021,"4225","3778",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Lakes",2021,"628","567",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2021,"2344","2123",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2021,"160","145",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2021,"856","784",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2021,"1063","961",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2021,"1359","1228",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2021,"469","430",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2021,"3170","2880",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2021,"1211","1094",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2021,"343","321",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2021,"1113","1011",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","West Coast",2021,"196","173",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2021,"6299","5726",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2021,"425","380",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Southern",2021,"3359","3068",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2021,"44520","39958",99.6
"Initial dispensings","1301","Contraceptives - Non-hormonal","Northland",2022,"1088","989",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2022,"5852","5163",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Auckland",2022,"4510","4013",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2022,"5736","5048",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Waikato",2022,"4039","3573",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Lakes",2022,"580","521",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2022,"2379","2127",99.7
"Initial dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2022,"156","140",99.4
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2022,"810","726",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2022,"857","787",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2022,"1290","1165",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2022,"396","368",99.5
"Initial dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2022,"3063","2796",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2022,"1112","1012",99.8
"Initial dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2022,"331","300",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2022,"987","908",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","West Coast",2022,"166","152",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2022,"5998","5391",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2022,"378","344",100
"Initial dispensings","1301","Contraceptives - Non-hormonal","Southern",2022,"3019","2780",99.9
"Initial dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2022,"42747","38192",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Northland",2018,"1110","970",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2018,"6454","5704",98.9
"Dispensings","1301","Contraceptives - Non-hormonal","Auckland",2018,"5418","4707",98.5
"Dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2018,"5561","4849",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","Waikato",2018,"4521","3993",97.7
"Dispensings","1301","Contraceptives - Non-hormonal","Lakes",2018,"628","562",99
"Dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2018,"2058","1826",99.3
"Dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2018,"178","168",100
"Dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2018,"989","902",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2018,"1073","990",99
"Dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2018,"1505","1333",99.3
"Dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2018,"402","366",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2018,"3221","2882",98.5
"Dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2018,"1240","1094",99
"Dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2018,"331","287",98.8
"Dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2018,"1127","1029",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","West Coast",2018,"199","184",100
"Dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2018,"6547","5786",99.1
"Dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2018,"500","444",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Southern",2018,"3481","3094",98.7
"Dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2018,"46543","41061",98.9
"Dispensings","1301","Contraceptives - Non-hormonal","Northland",2019,"1052","975",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2019,"6290","5721",98.8
"Dispensings","1301","Contraceptives - Non-hormonal","Auckland",2019,"5163","4614",98.7
"Dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2019,"5601","5033",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","Waikato",2019,"4447","4002",99.1
"Dispensings","1301","Contraceptives - Non-hormonal","Lakes",2019,"588","550",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2019,"2296","2061",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2019,"177","164",100
"Dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2019,"1022","935",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2019,"1094","1016",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2019,"1469","1352",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2019,"460","433",99.6
"Dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2019,"3281","2989",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2019,"1230","1128",99.3
"Dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2019,"320","288",98.4
