,Type,TG3ID,TherapeuticGrp3,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp3.y,TG2ID,TherapeuticGrp2,TG1ID,TherapeuticGrp1
24250,Initial dispensings,162201,Immune Modulators,Whanganui,2022,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24251,Initial dispensings,162201,Immune Modulators,Capital & Coast,2022,26,11,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24252,Initial dispensings,162201,Immune Modulators,Hutt Valley,2022,16,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24253,Initial dispensings,162201,Immune Modulators,Wairarapa,2022,9,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24254,Initial dispensings,162201,Immune Modulators,Nelson Marlborough,2022,12,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24255,Initial dispensings,162201,Immune Modulators,West Coast,2022,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24256,Initial dispensings,162201,Immune Modulators,Canterbury,2022,24,6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24257,Initial dispensings,162201,Immune Modulators,South Canterbury,2022,16,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24258,Initial dispensings,162201,Immune Modulators,Southern,2022,15,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24259,Initial dispensings,162201,Immune Modulators,New Zealand,2022,456,147,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24260,Dispensings,162201,Immune Modulators,Northland,2018,19,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24261,Dispensings,162201,Immune Modulators,Waitemata,2018,27,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24262,Dispensings,162201,Immune Modulators,Auckland,2018,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24263,Dispensings,162201,Immune Modulators,Counties Manukau,2018,9,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24264,Dispensings,162201,Immune Modulators,Waikato,2018,47,7,97.9,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24265,Dispensings,162201,Immune Modulators,Lakes,2018,47,6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24266,Dispensings,162201,Immune Modulators,Bay of Plenty,2018,23,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24267,Dispensings,162201,Immune Modulators,Tairawhiti,2018,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24268,Dispensings,162201,Immune Modulators,Hawke's Bay,2018,29,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24269,Dispensings,162201,Immune Modulators,MidCentral,2018,27,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24270,Dispensings,162201,Immune Modulators,Capital & Coast,2018,42,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24271,Dispensings,162201,Immune Modulators,Hutt Valley,2018,29,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24272,Dispensings,162201,Immune Modulators,Wairarapa,2018,10,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24273,Dispensings,162201,Immune Modulators,Nelson Marlborough,2018,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24274,Dispensings,162201,Immune Modulators,Canterbury,2018,12,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24275,Dispensings,162201,Immune Modulators,Southern,2018,6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24276,Dispensings,162201,Immune Modulators,New Zealand,2018,341,50,99.7,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24277,Dispensings,162201,Immune Modulators,Northland,2019,9,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24278,Dispensings,162201,Immune Modulators,Waitemata,2019,15,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24279,Dispensings,162201,Immune Modulators,Auckland,2019,8,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24280,Dispensings,162201,Immune Modulators,Counties Manukau,2019,21,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24281,Dispensings,162201,Immune Modulators,Waikato,2019,47,9,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24282,Dispensings,162201,Immune Modulators,Lakes,2019,29,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24283,Dispensings,162201,Immune Modulators,Bay of Plenty,2019,10,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24284,Dispensings,162201,Immune Modulators,Tairawhiti,2019,8,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24285,Dispensings,162201,Immune Modulators,Hawke's Bay,2019,23,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24286,Dispensings,162201,Immune Modulators,MidCentral,2019,29,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24287,Dispensings,162201,Immune Modulators,Whanganui,2019,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24288,Dispensings,162201,Immune Modulators,Capital & Coast,2019,44,7,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24289,Dispensings,162201,Immune Modulators,Hutt Valley,2019,23,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24290,Dispensings,162201,Immune Modulators,Wairarapa,2019,16,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24291,Dispensings,162201,Immune Modulators,West Coast,2019,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24292,Dispensings,162201,Immune Modulators,Canterbury,2019,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24293,Dispensings,162201,Immune Modulators,Southern,2019,13,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24294,Dispensings,162201,Immune Modulators,New Zealand,2019,302,51,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24295,Dispensings,162201,Immune Modulators,Northland,2020,11,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24296,Dispensings,162201,Immune Modulators,Waitemata,2020,56,9,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24297,Dispensings,162201,Immune Modulators,Counties Manukau,2020,14,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24298,Dispensings,162201,Immune Modulators,Waikato,2020,72,17,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24299,Dispensings,162201,Immune Modulators,Lakes,2020,30,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24300,Dispensings,162201,Immune Modulators,Bay of Plenty,2020,9,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24301,Dispensings,162201,Immune Modulators,Tairawhiti,2020,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24302,Dispensings,162201,Immune Modulators,Hawke's Bay,2020,19,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24303,Dispensings,162201,Immune Modulators,Taranaki,2020,8,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24304,Dispensings,162201,Immune Modulators,MidCentral,2020,31,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24305,Dispensings,162201,Immune Modulators,Whanganui,2020,8,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24306,Dispensings,162201,Immune Modulators,Capital & Coast,2020,59,10,98.3,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24307,Dispensings,162201,Immune Modulators,Hutt Valley,2020,20,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24308,Dispensings,162201,Immune Modulators,Wairarapa,2020,30,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24309,Dispensings,162201,Immune Modulators,West Coast,2020,12,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24310,Dispensings,162201,Immune Modulators,Canterbury,2020,20,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24311,Dispensings,162201,Immune Modulators,South Canterbury,2020,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24312,Dispensings,162201,Immune Modulators,Southern,2020,8,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24313,Dispensings,162201,Immune Modulators,New Zealand,2020,414,72,99.8,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24314,Dispensings,162201,Immune Modulators,Northland,2021,44,9,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24315,Dispensings,162201,Immune Modulators,Waitemata,2021,67,12,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24316,Dispensings,162201,Immune Modulators,Auckland,2021,46,8,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24317,Dispensings,162201,Immune Modulators,Counties Manukau,2021,16,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24318,Dispensings,162201,Immune Modulators,Waikato,2021,136,22,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24319,Dispensings,162201,Immune Modulators,Lakes,2021,36,6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24320,Dispensings,162201,Immune Modulators,Bay of Plenty,2021,53,11,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24321,Dispensings,162201,Immune Modulators,Tairawhiti,2021,8,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24322,Dispensings,162201,Immune Modulators,Hawke's Bay,2021,25,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24323,Dispensings,162201,Immune Modulators,Taranaki,2021,31,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24324,Dispensings,162201,Immune Modulators,MidCentral,2021,39,8,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24325,Dispensings,162201,Immune Modulators,Capital & Coast,2021,70,13,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24326,Dispensings,162201,Immune Modulators,Hutt Valley,2021,37,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24327,Dispensings,162201,Immune Modulators,Wairarapa,2021,33,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24328,Dispensings,162201,Immune Modulators,West Coast,2021,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24329,Dispensings,162201,Immune Modulators,Canterbury,2021,26,6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24330,Dispensings,162201,Immune Modulators,Southern,2021,12,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24331,Dispensings,162201,Immune Modulators,New Zealand,2021,683,117,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24332,Dispensings,162201,Immune Modulators,Northland,2022,56,10,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24333,Dispensings,162201,Immune Modulators,Waitemata,2022,49,13,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24334,Dispensings,162201,Immune Modulators,Auckland,2022,63,12,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24335,Dispensings,162201,Immune Modulators,Counties Manukau,2022,47,9,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24336,Dispensings,162201,Immune Modulators,Waikato,2022,167,25,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24337,Dispensings,162201,Immune Modulators,Lakes,2022,60,9,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24338,Dispensings,162201,Immune Modulators,Bay of Plenty,2022,90,17,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24339,Dispensings,162201,Immune Modulators,Tairawhiti,2022,10,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24340,Dispensings,162201,Immune Modulators,Hawke's Bay,2022,24,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24341,Dispensings,162201,Immune Modulators,Taranaki,2022,42,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24342,Dispensings,162201,Immune Modulators,MidCentral,2022,63,9,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24343,Dispensings,162201,Immune Modulators,Whanganui,2022,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24344,Dispensings,162201,Immune Modulators,Capital & Coast,2022,59,12,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24345,Dispensings,162201,Immune Modulators,Hutt Valley,2022,44,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24346,Dispensings,162201,Immune Modulators,Wairarapa,2022,25,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24347,Dispensings,162201,Immune Modulators,Nelson Marlborough,2022,17,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24348,Dispensings,162201,Immune Modulators,West Coast,2022,<6,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24349,Dispensings,162201,Immune Modulators,Canterbury,2022,59,6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24350,Dispensings,162201,Immune Modulators,South Canterbury,2022,33,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24351,Dispensings,162201,Immune Modulators,Southern,2022,27,<6,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
24352,Dispensings,162201,Immune Modulators,New Zealand,2022,940,150,100,Immune Modulators,1622,Immune Modulators,16,Infections - Agents for Systemic Use
28994,Initial dispensings,160304,Macrolides,Northland,2018,16265,12379,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
28995,Initial dispensings,160304,Macrolides,Waitemata,2018,50662,38763,98.9,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
28996,Initial dispensings,160304,Macrolides,Auckland,2018,37887,29057,98,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
28997,Initial dispensings,160304,Macrolides,Counties Manukau,2018,49172,36869,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
28998,Initial dispensings,160304,Macrolides,Waikato,2018,35713,26487,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
28999,Initial dispensings,160304,Macrolides,Lakes,2018,9282,6880,98.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29000,Initial dispensings,160304,Macrolides,Bay of Plenty,2018,19968,15191,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29001,Initial dispensings,160304,Macrolides,Tairawhiti,2018,4222,3109,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29002,Initial dispensings,160304,Macrolides,Hawke's Bay,2018,14848,11297,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29003,Initial dispensings,160304,Macrolides,Taranaki,2018,11295,8533,99.1,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29004,Initial dispensings,160304,Macrolides,MidCentral,2018,14840,11171,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29005,Initial dispensings,160304,Macrolides,Whanganui,2018,5339,4049,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29006,Initial dispensings,160304,Macrolides,Capital & Coast,2018,21922,17083,98.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29007,Initial dispensings,160304,Macrolides,Hutt Valley,2018,12151,9425,98.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29008,Initial dispensings,160304,Macrolides,Wairarapa,2018,3475,2671,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29009,Initial dispensings,160304,Macrolides,Nelson Marlborough,2018,9463,7494,98.9,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29010,Initial dispensings,160304,Macrolides,West Coast,2018,2324,1811,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29011,Initial dispensings,160304,Macrolides,Canterbury,2018,39775,30222,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29012,Initial dispensings,160304,Macrolides,South Canterbury,2018,5757,4270,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29013,Initial dispensings,160304,Macrolides,Southern,2018,22401,17409,99,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29014,Initial dispensings,160304,Macrolides,New Zealand,2018,386761,293104,99.1,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29015,Initial dispensings,160304,Macrolides,Northland,2019,14963,11395,99.9,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29016,Initial dispensings,160304,Macrolides,Waitemata,2019,48729,37337,99.1,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29017,Initial dispensings,160304,Macrolides,Auckland,2019,37350,28654,98.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29018,Initial dispensings,160304,Macrolides,Counties Manukau,2019,49037,37011,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29019,Initial dispensings,160304,Macrolides,Waikato,2019,35181,26242,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29020,Initial dispensings,160304,Macrolides,Lakes,2019,8620,6503,98.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29021,Initial dispensings,160304,Macrolides,Bay of Plenty,2019,19745,14931,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29022,Initial dispensings,160304,Macrolides,Tairawhiti,2019,4332,3233,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29023,Initial dispensings,160304,Macrolides,Hawke's Bay,2019,14689,10995,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29024,Initial dispensings,160304,Macrolides,Taranaki,2019,11651,8779,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29025,Initial dispensings,160304,Macrolides,MidCentral,2019,14295,10891,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29026,Initial dispensings,160304,Macrolides,Whanganui,2019,5325,4039,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29027,Initial dispensings,160304,Macrolides,Capital & Coast,2019,21299,16633,98.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29028,Initial dispensings,160304,Macrolides,Hutt Valley,2019,11511,8903,99.1,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29029,Initial dispensings,160304,Macrolides,Wairarapa,2019,2859,2223,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29030,Initial dispensings,160304,Macrolides,Nelson Marlborough,2019,8957,6993,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29031,Initial dispensings,160304,Macrolides,West Coast,2019,1812,1368,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29032,Initial dispensings,160304,Macrolides,Canterbury,2019,38882,29196,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29033,Initial dispensings,160304,Macrolides,South Canterbury,2019,5519,4061,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29034,Initial dispensings,160304,Macrolides,Southern,2019,22409,17421,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29035,Initial dispensings,160304,Macrolides,New Zealand,2019,377165,285815,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29036,Initial dispensings,160304,Macrolides,Northland,2020,10732,7991,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29037,Initial dispensings,160304,Macrolides,Waitemata,2020,32150,24474,99.1,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29038,Initial dispensings,160304,Macrolides,Auckland,2020,23967,18255,98.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29039,Initial dispensings,160304,Macrolides,Counties Manukau,2020,32150,23990,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29040,Initial dispensings,160304,Macrolides,Waikato,2020,26556,19560,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29041,Initial dispensings,160304,Macrolides,Lakes,2020,6313,4643,99.2,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29042,Initial dispensings,160304,Macrolides,Bay of Plenty,2020,14449,10760,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29043,Initial dispensings,160304,Macrolides,Tairawhiti,2020,3039,2253,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29044,Initial dispensings,160304,Macrolides,Hawke's Bay,2020,10942,8006,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29045,Initial dispensings,160304,Macrolides,Taranaki,2020,7044,5256,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29046,Initial dispensings,160304,Macrolides,MidCentral,2020,10961,8318,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29047,Initial dispensings,160304,Macrolides,Whanganui,2020,4370,3284,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29048,Initial dispensings,160304,Macrolides,Capital & Coast,2020,13642,10508,98.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29049,Initial dispensings,160304,Macrolides,Hutt Valley,2020,7896,5955,99.1,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29050,Initial dispensings,160304,Macrolides,Wairarapa,2020,2053,1606,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29051,Initial dispensings,160304,Macrolides,Nelson Marlborough,2020,6297,4622,99.2,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29052,Initial dispensings,160304,Macrolides,West Coast,2020,1408,986,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29053,Initial dispensings,160304,Macrolides,Canterbury,2020,28107,20710,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29054,Initial dispensings,160304,Macrolides,South Canterbury,2020,3781,2722,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29055,Initial dispensings,160304,Macrolides,Southern,2020,15273,11679,99.2,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29056,Initial dispensings,160304,Macrolides,New Zealand,2020,261130,194885,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29057,Initial dispensings,160304,Macrolides,Northland,2021,10733,7981,99.9,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29058,Initial dispensings,160304,Macrolides,Waitemata,2021,30656,23632,99.3,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29059,Initial dispensings,160304,Macrolides,Auckland,2021,23149,17823,98.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29060,Initial dispensings,160304,Macrolides,Counties Manukau,2021,31428,23652,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29061,Initial dispensings,160304,Macrolides,Waikato,2021,26755,19754,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29062,Initial dispensings,160304,Macrolides,Lakes,2021,5865,4389,99.2,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29063,Initial dispensings,160304,Macrolides,Bay of Plenty,2021,14472,10841,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29064,Initial dispensings,160304,Macrolides,Tairawhiti,2021,3552,2579,99.9,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29065,Initial dispensings,160304,Macrolides,Hawke's Bay,2021,10953,7935,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29066,Initial dispensings,160304,Macrolides,Taranaki,2021,7146,5463,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29067,Initial dispensings,160304,Macrolides,MidCentral,2021,11041,8335,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29068,Initial dispensings,160304,Macrolides,Whanganui,2021,4011,2980,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29069,Initial dispensings,160304,Macrolides,Capital & Coast,2021,12462,9603,98.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29070,Initial dispensings,160304,Macrolides,Hutt Valley,2021,7705,5860,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29071,Initial dispensings,160304,Macrolides,Wairarapa,2021,2068,1628,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29072,Initial dispensings,160304,Macrolides,Nelson Marlborough,2021,5702,4309,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29073,Initial dispensings,160304,Macrolides,West Coast,2021,1473,1022,99.7,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29074,Initial dispensings,160304,Macrolides,Canterbury,2021,28420,20993,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29075,Initial dispensings,160304,Macrolides,South Canterbury,2021,3801,2719,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29076,Initial dispensings,160304,Macrolides,Southern,2021,15813,11995,99.4,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29077,Initial dispensings,160304,Macrolides,New Zealand,2021,257205,192817,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29078,Initial dispensings,160304,Macrolides,Northland,2022,11018,8409,99.8,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29079,Initial dispensings,160304,Macrolides,Waitemata,2022,36256,27633,99.5,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29080,Initial dispensings,160304,Macrolides,Auckland,2022,26783,20654,98.9,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
29081,Initial dispensings,160304,Macrolides,Counties Manukau,2022,35806,27021,99.6,Macrolides,1603,Antibacterials,16,Infections - Agents for Systemic Use
