,Type,TG2ID,TherapeuticGrp2.x,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp2.y,TG1ID,TherapeuticGrp1,,DHB_names
7273,Initial dispensings,1613,Antitrichomonal Agents,Counties Manukau,2019,19401,15094,93.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7274,Initial dispensings,1613,Antitrichomonal Agents,Waikato,2019,12761,10437,97.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7275,Initial dispensings,1613,Antitrichomonal Agents,Lakes,2019,3598,2907,97,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7276,Initial dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2019,6972,5669,98.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7277,Initial dispensings,1613,Antitrichomonal Agents,Tairawhiti,2019,1214,1009,99.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7278,Initial dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2019,5657,4553,99.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7279,Initial dispensings,1613,Antitrichomonal Agents,Taranaki,2019,3227,2703,97.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7280,Initial dispensings,1613,Antitrichomonal Agents,MidCentral,2019,5531,4392,96.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7281,Initial dispensings,1613,Antitrichomonal Agents,Whanganui,2019,1926,1581,97.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7282,Initial dispensings,1613,Antitrichomonal Agents,Capital & Coast,2019,9952,7693,95,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7283,Initial dispensings,1613,Antitrichomonal Agents,Hutt Valley,2019,4523,3524,96.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7284,Initial dispensings,1613,Antitrichomonal Agents,Wairarapa,2019,1644,1274,98.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7285,Initial dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2019,3345,2723,96.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7286,Initial dispensings,1613,Antitrichomonal Agents,West Coast,2019,1010,808,97.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7287,Initial dispensings,1613,Antitrichomonal Agents,Canterbury,2019,15761,12606,96.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7288,Initial dispensings,1613,Antitrichomonal Agents,South Canterbury,2019,1657,1300,97.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7289,Initial dispensings,1613,Antitrichomonal Agents,Southern,2019,10080,7916,95.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7290,Initial dispensings,1613,Antitrichomonal Agents,New Zealand,2019,149316,117598,95.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7291,Initial dispensings,1613,Antitrichomonal Agents,Northland,2020,5290,4336,99.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7292,Initial dispensings,1613,Antitrichomonal Agents,Waitemata,2020,18542,14422,94.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7293,Initial dispensings,1613,Antitrichomonal Agents,Auckland,2020,15582,11685,92.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7294,Initial dispensings,1613,Antitrichomonal Agents,Counties Manukau,2020,18842,14630,94.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7295,Initial dispensings,1613,Antitrichomonal Agents,Waikato,2020,14427,11591,97.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7296,Initial dispensings,1613,Antitrichomonal Agents,Lakes,2020,3696,2933,97,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7297,Initial dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2020,7541,6071,98.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7298,Initial dispensings,1613,Antitrichomonal Agents,Tairawhiti,2020,1321,1031,99,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7299,Initial dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2020,5932,4697,99.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7300,Initial dispensings,1613,Antitrichomonal Agents,Taranaki,2020,4051,3290,97.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7301,Initial dispensings,1613,Antitrichomonal Agents,MidCentral,2020,5428,4327,97.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7302,Initial dispensings,1613,Antitrichomonal Agents,Whanganui,2020,2120,1653,97.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7303,Initial dispensings,1613,Antitrichomonal Agents,Capital & Coast,2020,10451,7954,95.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7304,Initial dispensings,1613,Antitrichomonal Agents,Hutt Valley,2020,4965,3842,97.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7305,Initial dispensings,1613,Antitrichomonal Agents,Wairarapa,2020,1906,1476,97.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7306,Initial dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2020,3419,2702,96.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7307,Initial dispensings,1613,Antitrichomonal Agents,West Coast,2020,1037,831,98,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7308,Initial dispensings,1613,Antitrichomonal Agents,Canterbury,2020,15961,12661,97.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7309,Initial dispensings,1613,Antitrichomonal Agents,South Canterbury,2020,1639,1264,98.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7310,Initial dispensings,1613,Antitrichomonal Agents,Southern,2020,9867,7716,96,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7311,Initial dispensings,1613,Antitrichomonal Agents,New Zealand,2020,152017,118489,96.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7312,Initial dispensings,1613,Antitrichomonal Agents,Northland,2021,5381,4408,99.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7313,Initial dispensings,1613,Antitrichomonal Agents,Waitemata,2021,18613,14576,94.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7314,Initial dispensings,1613,Antitrichomonal Agents,Auckland,2021,15943,12270,93.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7315,Initial dispensings,1613,Antitrichomonal Agents,Counties Manukau,2021,18666,14791,96,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7316,Initial dispensings,1613,Antitrichomonal Agents,Waikato,2021,15879,12716,97.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7317,Initial dispensings,1613,Antitrichomonal Agents,Lakes,2021,4055,3227,98,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7318,Initial dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2021,7951,6371,99,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7319,Initial dispensings,1613,Antitrichomonal Agents,Tairawhiti,2021,1449,1169,99.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7320,Initial dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2021,5802,4525,99.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7321,Initial dispensings,1613,Antitrichomonal Agents,Taranaki,2021,4003,3275,98,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7322,Initial dispensings,1613,Antitrichomonal Agents,MidCentral,2021,5896,4720,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7323,Initial dispensings,1613,Antitrichomonal Agents,Whanganui,2021,1941,1570,98.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7324,Initial dispensings,1613,Antitrichomonal Agents,Capital & Coast,2021,10186,7933,96.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7325,Initial dispensings,1613,Antitrichomonal Agents,Hutt Valley,2021,4547,3572,98.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7326,Initial dispensings,1613,Antitrichomonal Agents,Wairarapa,2021,1915,1492,98.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7327,Initial dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2021,3334,2688,98.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7328,Initial dispensings,1613,Antitrichomonal Agents,West Coast,2021,939,756,97.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7329,Initial dispensings,1613,Antitrichomonal Agents,Canterbury,2021,15910,12788,98.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7330,Initial dispensings,1613,Antitrichomonal Agents,South Canterbury,2021,1681,1340,98.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7331,Initial dispensings,1613,Antitrichomonal Agents,Southern,2021,10204,7996,96.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7332,Initial dispensings,1613,Antitrichomonal Agents,New Zealand,2021,154295,121548,96.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7333,Initial dispensings,1613,Antitrichomonal Agents,Northland,2022,5244,4279,99.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7334,Initial dispensings,1613,Antitrichomonal Agents,Waitemata,2022,18522,14711,95.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7335,Initial dispensings,1613,Antitrichomonal Agents,Auckland,2022,15722,12361,95.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7336,Initial dispensings,1613,Antitrichomonal Agents,Counties Manukau,2022,18645,14881,96.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7337,Initial dispensings,1613,Antitrichomonal Agents,Waikato,2022,15450,12592,98.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7338,Initial dispensings,1613,Antitrichomonal Agents,Lakes,2022,4070,3232,98.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7339,Initial dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2022,7682,6148,98.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7340,Initial dispensings,1613,Antitrichomonal Agents,Tairawhiti,2022,1298,1040,99.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7341,Initial dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2022,5217,4089,99.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7342,Initial dispensings,1613,Antitrichomonal Agents,Taranaki,2022,4143,3383,98.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7343,Initial dispensings,1613,Antitrichomonal Agents,MidCentral,2022,5546,4469,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7344,Initial dispensings,1613,Antitrichomonal Agents,Whanganui,2022,1857,1486,98.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7345,Initial dispensings,1613,Antitrichomonal Agents,Capital & Coast,2022,9796,7624,97.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7346,Initial dispensings,1613,Antitrichomonal Agents,Hutt Valley,2022,4406,3484,98.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7347,Initial dispensings,1613,Antitrichomonal Agents,Wairarapa,2022,1928,1495,99.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7348,Initial dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2022,3296,2697,97.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7349,Initial dispensings,1613,Antitrichomonal Agents,West Coast,2022,967,790,98.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7350,Initial dispensings,1613,Antitrichomonal Agents,Canterbury,2022,14867,11967,98.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7351,Initial dispensings,1613,Antitrichomonal Agents,South Canterbury,2022,1578,1281,99.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7352,Initial dispensings,1613,Antitrichomonal Agents,Southern,2022,9971,7961,97.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7353,Initial dispensings,1613,Antitrichomonal Agents,New Zealand,2022,150205,119357,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7354,Dispensings,1613,Antitrichomonal Agents,Northland,2018,5757,4723,98.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7355,Dispensings,1613,Antitrichomonal Agents,Waitemata,2018,19922,15084,92.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7356,Dispensings,1613,Antitrichomonal Agents,Auckland,2018,16559,12416,92.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7357,Dispensings,1613,Antitrichomonal Agents,Counties Manukau,2018,19342,14970,93.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7358,Dispensings,1613,Antitrichomonal Agents,Waikato,2018,12728,10142,97.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7359,Dispensings,1613,Antitrichomonal Agents,Lakes,2018,3722,2948,96.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7360,Dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2018,6854,5451,98.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7361,Dispensings,1613,Antitrichomonal Agents,Tairawhiti,2018,1234,1014,98.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7362,Dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2018,5598,4472,99.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7363,Dispensings,1613,Antitrichomonal Agents,Taranaki,2018,3046,2454,95.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7364,Dispensings,1613,Antitrichomonal Agents,MidCentral,2018,5575,4370,96.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7365,Dispensings,1613,Antitrichomonal Agents,Whanganui,2018,2097,1686,96.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7366,Dispensings,1613,Antitrichomonal Agents,Capital & Coast,2018,9730,7388,93.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7367,Dispensings,1613,Antitrichomonal Agents,Hutt Valley,2018,4544,3432,95.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7368,Dispensings,1613,Antitrichomonal Agents,Wairarapa,2018,1487,1156,97.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7369,Dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2018,3310,2615,95.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7370,Dispensings,1613,Antitrichomonal Agents,West Coast,2018,1266,1006,94.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7371,Dispensings,1613,Antitrichomonal Agents,Canterbury,2018,16166,12446,95.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7372,Dispensings,1613,Antitrichomonal Agents,South Canterbury,2018,1694,1289,97.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7373,Dispensings,1613,Antitrichomonal Agents,Southern,2018,10397,7994,95.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7374,Dispensings,1613,Antitrichomonal Agents,New Zealand,2018,151028,116466,95,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7375,Dispensings,1613,Antitrichomonal Agents,Northland,2019,5421,4455,99.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7376,Dispensings,1613,Antitrichomonal Agents,Waitemata,2019,19592,15107,94.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7377,Dispensings,1613,Antitrichomonal Agents,Auckland,2019,16573,12405,92.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7378,Dispensings,1613,Antitrichomonal Agents,Counties Manukau,2019,19641,15101,93.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7379,Dispensings,1613,Antitrichomonal Agents,Waikato,2019,12926,10438,97.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7380,Dispensings,1613,Antitrichomonal Agents,Lakes,2019,3635,2909,97,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7381,Dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2019,7087,5676,98.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7382,Dispensings,1613,Antitrichomonal Agents,Tairawhiti,2019,1224,1009,99.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7383,Dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2019,5768,4554,99.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7384,Dispensings,1613,Antitrichomonal Agents,Taranaki,2019,3271,2704,97.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7385,Dispensings,1613,Antitrichomonal Agents,MidCentral,2019,5601,4397,96.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7386,Dispensings,1613,Antitrichomonal Agents,Whanganui,2019,1932,1581,97.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7387,Dispensings,1613,Antitrichomonal Agents,Capital & Coast,2019,10053,7698,95,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7388,Dispensings,1613,Antitrichomonal Agents,Hutt Valley,2019,4571,3526,96.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7389,Dispensings,1613,Antitrichomonal Agents,Wairarapa,2019,1662,1275,98.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7390,Dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2019,3395,2724,96.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7391,Dispensings,1613,Antitrichomonal Agents,West Coast,2019,1025,808,97.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7392,Dispensings,1613,Antitrichomonal Agents,Canterbury,2019,16077,12618,96.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7393,Dispensings,1613,Antitrichomonal Agents,South Canterbury,2019,1710,1300,97.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7394,Dispensings,1613,Antitrichomonal Agents,Southern,2019,10213,7918,95.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7395,Dispensings,1613,Antitrichomonal Agents,New Zealand,2019,151377,117654,95.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7396,Dispensings,1613,Antitrichomonal Agents,Northland,2020,5349,4337,99.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7397,Dispensings,1613,Antitrichomonal Agents,Waitemata,2020,18843,14426,94.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7398,Dispensings,1613,Antitrichomonal Agents,Auckland,2020,15848,11690,93,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7399,Dispensings,1613,Antitrichomonal Agents,Counties Manukau,2020,19125,14637,94.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7400,Dispensings,1613,Antitrichomonal Agents,Waikato,2020,14611,11597,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7401,Dispensings,1613,Antitrichomonal Agents,Lakes,2020,3741,2934,97,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7402,Dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2020,7662,6076,98.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7403,Dispensings,1613,Antitrichomonal Agents,Tairawhiti,2020,1329,1032,99,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7404,Dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2020,6049,4697,99.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7405,Dispensings,1613,Antitrichomonal Agents,Taranaki,2020,4113,3292,97.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7406,Dispensings,1613,Antitrichomonal Agents,MidCentral,2020,5538,4329,97.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7407,Dispensings,1613,Antitrichomonal Agents,Whanganui,2020,2146,1653,97.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7408,Dispensings,1613,Antitrichomonal Agents,Capital & Coast,2020,10613,7961,95.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7409,Dispensings,1613,Antitrichomonal Agents,Hutt Valley,2020,5053,3844,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7410,Dispensings,1613,Antitrichomonal Agents,Wairarapa,2020,1938,1476,97.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7411,Dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2020,3501,2704,96.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7412,Dispensings,1613,Antitrichomonal Agents,West Coast,2020,1056,832,98,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7413,Dispensings,1613,Antitrichomonal Agents,Canterbury,2020,16324,12668,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7414,Dispensings,1613,Antitrichomonal Agents,South Canterbury,2020,1696,1264,98.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7415,Dispensings,1613,Antitrichomonal Agents,Southern,2020,10013,7722,96.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7416,Dispensings,1613,Antitrichomonal Agents,New Zealand,2020,154548,118540,96.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7417,Dispensings,1613,Antitrichomonal Agents,Northland,2021,5447,4409,99.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7418,Dispensings,1613,Antitrichomonal Agents,Waitemata,2021,18963,14586,94.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7419,Dispensings,1613,Antitrichomonal Agents,Auckland,2021,16292,12284,93.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7420,Dispensings,1613,Antitrichomonal Agents,Counties Manukau,2021,18917,14801,96,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7421,Dispensings,1613,Antitrichomonal Agents,Waikato,2021,16105,12724,97.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7422,Dispensings,1613,Antitrichomonal Agents,Lakes,2021,4103,3229,98,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7423,Dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2021,8070,6376,99,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
7424,Dispensings,1613,Antitrichomonal Agents,Tairawhiti,2021,1478,1170,99.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Tairawhiti
7425,Dispensings,1613,Antitrichomonal Agents,Hawke's Bay,2021,5923,4527,99.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hawke's Bay
7426,Dispensings,1613,Antitrichomonal Agents,Taranaki,2021,4048,3276,97.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Taranaki
7427,Dispensings,1613,Antitrichomonal Agents,MidCentral,2021,6000,4724,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,MidCentral
7428,Dispensings,1613,Antitrichomonal Agents,Whanganui,2021,1969,1575,98.2,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Whanganui
7429,Dispensings,1613,Antitrichomonal Agents,Capital & Coast,2021,10332,7937,96.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Capital and Coast
7430,Dispensings,1613,Antitrichomonal Agents,Hutt Valley,2021,4631,3578,98.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Hutt Valley
7431,Dispensings,1613,Antitrichomonal Agents,Wairarapa,2021,1937,1493,98.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Wairarapa
7432,Dispensings,1613,Antitrichomonal Agents,Nelson Marlborough,2021,3417,2691,98.1,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Nelson Marlborough
7433,Dispensings,1613,Antitrichomonal Agents,West Coast,2021,960,757,97.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,West Coast
7434,Dispensings,1613,Antitrichomonal Agents,Canterbury,2021,16298,12801,98.4,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Canterbury
7435,Dispensings,1613,Antitrichomonal Agents,South Canterbury,2021,1735,1344,98.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,South Canterbury
7436,Dispensings,1613,Antitrichomonal Agents,Southern,2021,10391,8000,96.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Southern
7437,Dispensings,1613,Antitrichomonal Agents,New Zealand,2021,157016,121642,97,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,New Zealand
7438,Dispensings,1613,Antitrichomonal Agents,Northland,2022,5313,4280,99.3,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Northland
7439,Dispensings,1613,Antitrichomonal Agents,Waitemata,2022,18850,14717,95.8,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waitemata
7440,Dispensings,1613,Antitrichomonal Agents,Auckland,2022,16002,12373,95.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Auckland
7441,Dispensings,1613,Antitrichomonal Agents,Counties Manukau,2022,18927,14894,96.6,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Counties Manukau
7442,Dispensings,1613,Antitrichomonal Agents,Waikato,2022,15656,12598,98.7,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Waikato
7443,Dispensings,1613,Antitrichomonal Agents,Lakes,2022,4102,3232,98.5,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Lakes
7444,Dispensings,1613,Antitrichomonal Agents,Bay of Plenty,2022,7833,6158,98.9,Antitrichomonal Agents,16,Infections - Agents for Systemic Use,,Bay of Plenty
