"","Type","TG3ID","TherapeuticGrp3","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"29166","Dispensings",160304,"Macrolides","Waikato",2021,"28287","19779",99.7
"29167","Dispensings",160304,"Macrolides","Lakes",2021,"6269","4392",99.3
"29168","Dispensings",160304,"Macrolides","Bay of Plenty",2021,"16355","10871",99.8
"29169","Dispensings",160304,"Macrolides","Tairawhiti",2021,"3782","2583",99.9
"29170","Dispensings",160304,"Macrolides","Hawke's Bay",2021,"12303","7952",99.9
"29171","Dispensings",160304,"Macrolides","Taranaki",2021,"7742","5472",99.8
"29172","Dispensings",160304,"Macrolides","MidCentral",2021,"11508","8348",99.7
"29173","Dispensings",160304,"Macrolides","Whanganui",2021,"4273","2986",99.6
"29174","Dispensings",160304,"Macrolides","Capital & Coast",2021,"13362","9627",98.9
"29175","Dispensings",160304,"Macrolides","Hutt Valley",2021,"8258","5869",99.4
"29176","Dispensings",160304,"Macrolides","Wairarapa",2021,"2231","1632",99.6
"29177","Dispensings",160304,"Macrolides","Nelson Marlborough",2021,"6501","4327",99.7
"29178","Dispensings",160304,"Macrolides","West Coast",2021,"1581","1022",99.7
"29179","Dispensings",160304,"Macrolides","Canterbury",2021,"32005","21043",99.8
"29180","Dispensings",160304,"Macrolides","South Canterbury",2021,"4091","2724",99.8
"29181","Dispensings",160304,"Macrolides","Southern",2021,"17116","12012",99.5
"29182","Dispensings",160304,"Macrolides","New Zealand",2021,"277683","193143",99.5
"29183","Dispensings",160304,"Macrolides","Northland",2022,"11672","8421",99.8
"29184","Dispensings",160304,"Macrolides","Waitemata",2022,"38330","27670",99.5
"29185","Dispensings",160304,"Macrolides","Auckland",2022,"28189","20677",98.9
"29186","Dispensings",160304,"Macrolides","Counties Manukau",2022,"37740","27052",99.6
"29187","Dispensings",160304,"Macrolides","Waikato",2022,"30658","21735",99.8
"29188","Dispensings",160304,"Macrolides","Lakes",2022,"7016","4915",99.5
"29189","Dispensings",160304,"Macrolides","Bay of Plenty",2022,"18105","12224",99.7
"29190","Dispensings",160304,"Macrolides","Tairawhiti",2022,"3881","2697",99.9
"29191","Dispensings",160304,"Macrolides","Hawke's Bay",2022,"13052","8635",99.8
"29192","Dispensings",160304,"Macrolides","Taranaki",2022,"7533","5243",99.8
"29193","Dispensings",160304,"Macrolides","MidCentral",2022,"12466","9058",99.7
"29194","Dispensings",160304,"Macrolides","Whanganui",2022,"4474","3290",99.8
"29195","Dispensings",160304,"Macrolides","Capital & Coast",2022,"14143","10261",99.1
"29196","Dispensings",160304,"Macrolides","Hutt Valley",2022,"8488","6115",99.5
"29197","Dispensings",160304,"Macrolides","Wairarapa",2022,"2340","1659",99.6
"29198","Dispensings",160304,"Macrolides","Nelson Marlborough",2022,"6598","4431",99.8
"29199","Dispensings",160304,"Macrolides","West Coast",2022,"1855","1243",99.7
"29200","Dispensings",160304,"Macrolides","Canterbury",2022,"34298","22705",99.8
"29201","Dispensings",160304,"Macrolides","South Canterbury",2022,"4576","3199",99.8
"29202","Dispensings",160304,"Macrolides","Southern",2022,"20013","14176",99.7
"29203","Dispensings",160304,"Macrolides","New Zealand",2022,"305427","214658",99.6
"35193","Initial dispensings",160313,"Other Antibiotics","Northland",2018,"19245","13430",99.8
"35194","Initial dispensings",160313,"Other Antibiotics","Waitemata",2018,"48792","34845",99.2
"35195","Initial dispensings",160313,"Other Antibiotics","Auckland",2018,"36778","26151",98.8
"35196","Initial dispensings",160313,"Other Antibiotics","Counties Manukau",2018,"50834","36387",99.6
"35197","Initial dispensings",160313,"Other Antibiotics","Waikato",2018,"39821","27684",99.6
"35198","Initial dispensings",160313,"Other Antibiotics","Lakes",2018,"9201","6537",99.2
"35199","Initial dispensings",160313,"Other Antibiotics","Bay of Plenty",2018,"21841","15267",99.5
"35200","Initial dispensings",160313,"Other Antibiotics","Tairawhiti",2018,"4816","3407",99.5
"35201","Initial dispensings",160313,"Other Antibiotics","Hawke's Bay",2018,"16001","11344",99.8
"35202","Initial dispensings",160313,"Other Antibiotics","Taranaki",2018,"10856","7672",99.4
"35203","Initial dispensings",160313,"Other Antibiotics","MidCentral",2018,"16229","11266",99.6
"35204","Initial dispensings",160313,"Other Antibiotics","Whanganui",2018,"6555","4441",99.6
"35205","Initial dispensings",160313,"Other Antibiotics","Capital & Coast",2018,"20786","15081",99
"35206","Initial dispensings",160313,"Other Antibiotics","Hutt Valley",2018,"10684","7669",99
"35207","Initial dispensings",160313,"Other Antibiotics","Wairarapa",2018,"3905","2810",99.6
"35208","Initial dispensings",160313,"Other Antibiotics","Nelson Marlborough",2018,"10818","7541",99.1
"35209","Initial dispensings",160313,"Other Antibiotics","West Coast",2018,"2357","1712",99.7
"35210","Initial dispensings",160313,"Other Antibiotics","Canterbury",2018,"45735","32328",99.3
"35211","Initial dispensings",160313,"Other Antibiotics","South Canterbury",2018,"5300","3698",99.4
"35212","Initial dispensings",160313,"Other Antibiotics","Southern",2018,"27675","19545",99.4
"35213","Initial dispensings",160313,"Other Antibiotics","New Zealand",2018,"408229","287474",99.4
"35214","Initial dispensings",160313,"Other Antibiotics","Northland",2019,"17995","12476",99.9
"35215","Initial dispensings",160313,"Other Antibiotics","Waitemata",2019,"45417","32397",99.3
"35216","Initial dispensings",160313,"Other Antibiotics","Auckland",2019,"35090","24851",99.1
"35217","Initial dispensings",160313,"Other Antibiotics","Counties Manukau",2019,"49264","35312",99.6
"35218","Initial dispensings",160313,"Other Antibiotics","Waikato",2019,"38573","26555",99.7
"35219","Initial dispensings",160313,"Other Antibiotics","Lakes",2019,"9256","6415",99.5
"35220","Initial dispensings",160313,"Other Antibiotics","Bay of Plenty",2019,"21074","14825",99.7
"35221","Initial dispensings",160313,"Other Antibiotics","Tairawhiti",2019,"4506","3078",99.9
"35222","Initial dispensings",160313,"Other Antibiotics","Hawke's Bay",2019,"15043","10524",99.9
"35223","Initial dispensings",160313,"Other Antibiotics","Taranaki",2019,"10740","7516",99.5
"35224","Initial dispensings",160313,"Other Antibiotics","MidCentral",2019,"16197","11279",99.7
"35225","Initial dispensings",160313,"Other Antibiotics","Whanganui",2019,"6448","4323",99.7
"35226","Initial dispensings",160313,"Other Antibiotics","Capital & Coast",2019,"18203","13113",99.1
"35227","Initial dispensings",160313,"Other Antibiotics","Hutt Valley",2019,"9296","6542",99.1
"35228","Initial dispensings",160313,"Other Antibiotics","Wairarapa",2019,"3534","2516",99.7
"35229","Initial dispensings",160313,"Other Antibiotics","Nelson Marlborough",2019,"9381","6606",99.1
"35230","Initial dispensings",160313,"Other Antibiotics","West Coast",2019,"2315","1618",99.7
"35231","Initial dispensings",160313,"Other Antibiotics","Canterbury",2019,"42658","29984",99.5
"35232","Initial dispensings",160313,"Other Antibiotics","South Canterbury",2019,"5033","3534",99.6
"35233","Initial dispensings",160313,"Other Antibiotics","Southern",2019,"23576","16667",99.4
"35234","Initial dispensings",160313,"Other Antibiotics","New Zealand",2019,"383599","268954",99.5
"35235","Initial dispensings",160313,"Other Antibiotics","Northland",2020,"17699","12098",99.8
"35236","Initial dispensings",160313,"Other Antibiotics","Waitemata",2020,"39789","27912",99.1
"35237","Initial dispensings",160313,"Other Antibiotics","Auckland",2020,"29486","20732",99.1
"35238","Initial dispensings",160313,"Other Antibiotics","Counties Manukau",2020,"41927","29642",99.7
"35239","Initial dispensings",160313,"Other Antibiotics","Waikato",2020,"34994","23948",99.7
"35240","Initial dispensings",160313,"Other Antibiotics","Lakes",2020,"8308","5799",99.5
"35241","Initial dispensings",160313,"Other Antibiotics","Bay of Plenty",2020,"18525","12822",99.7
"35242","Initial dispensings",160313,"Other Antibiotics","Tairawhiti",2020,"4332","2929",99.7
"35243","Initial dispensings",160313,"Other Antibiotics","Hawke's Bay",2020,"14735","10070",99.9
"35244","Initial dispensings",160313,"Other Antibiotics","Taranaki",2020,"9636","6708",99.7
"35245","Initial dispensings",160313,"Other Antibiotics","MidCentral",2020,"15773","10775",99.6
"35246","Initial dispensings",160313,"Other Antibiotics","Whanganui",2020,"6847","4654",99.8
"35247","Initial dispensings",160313,"Other Antibiotics","Capital & Coast",2020,"15378","10729",99.3
"35248","Initial dispensings",160313,"Other Antibiotics","Hutt Valley",2020,"8201","5621",99.6
"35249","Initial dispensings",160313,"Other Antibiotics","Wairarapa",2020,"3470","2415",99.6
"35250","Initial dispensings",160313,"Other Antibiotics","Nelson Marlborough",2020,"8637","5925",98.3
"35251","Initial dispensings",160313,"Other Antibiotics","West Coast",2020,"2268","1599",99.8
"35252","Initial dispensings",160313,"Other Antibiotics","Canterbury",2020,"34659","24212",99.7
"35253","Initial dispensings",160313,"Other Antibiotics","South Canterbury",2020,"4287","2994",99.7
"35254","Initial dispensings",160313,"Other Antibiotics","Southern",2020,"19731","13672",99.5
"35255","Initial dispensings",160313,"Other Antibiotics","New Zealand",2020,"338682","234257",99.5
"35256","Initial dispensings",160313,"Other Antibiotics","Northland",2021,"17109","11671",99.9
"35257","Initial dispensings",160313,"Other Antibiotics","Waitemata",2021,"37250","25862",99.2
"35258","Initial dispensings",160313,"Other Antibiotics","Auckland",2021,"27295","18914",99.1
"35259","Initial dispensings",160313,"Other Antibiotics","Counties Manukau",2021,"38038","26488",99.8
"35260","Initial dispensings",160313,"Other Antibiotics","Waikato",2021,"33888","23139",99.7
"35261","Initial dispensings",160313,"Other Antibiotics","Lakes",2021,"6968","4814",99.8
"35262","Initial dispensings",160313,"Other Antibiotics","Bay of Plenty",2021,"17900","12396",99.7
"35263","Initial dispensings",160313,"Other Antibiotics","Tairawhiti",2021,"4158","2853",100
"35264","Initial dispensings",160313,"Other Antibiotics","Hawke's Bay",2021,"13760","9405",99.9
"35265","Initial dispensings",160313,"Other Antibiotics","Taranaki",2021,"8830","6142",99.7
"35266","Initial dispensings",160313,"Other Antibiotics","MidCentral",2021,"15312","10399",99.6
"35267","Initial dispensings",160313,"Other Antibiotics","Whanganui",2021,"6179","4139",99.9
"35268","Initial dispensings",160313,"Other Antibiotics","Capital & Coast",2021,"14456","10148",99.4
"35269","Initial dispensings",160313,"Other Antibiotics","Hutt Valley",2021,"7338","5015",99.6
"35270","Initial dispensings",160313,"Other Antibiotics","Wairarapa",2021,"3062","2145",99.7
"35271","Initial dispensings",160313,"Other Antibiotics","Nelson Marlborough",2021,"8248","5577",98.5
"35272","Initial dispensings",160313,"Other Antibiotics","West Coast",2021,"2030","1434",99.9
"35273","Initial dispensings",160313,"Other Antibiotics","Canterbury",2021,"31222","21560",99.8
"35274","Initial dispensings",160313,"Other Antibiotics","South Canterbury",2021,"4110","2820",99.8
"35275","Initial dispensings",160313,"Other Antibiotics","Southern",2021,"18505","12729",99.6
"35276","Initial dispensings",160313,"Other Antibiotics","New Zealand",2021,"315658","216720",99.6
"35277","Initial dispensings",160313,"Other Antibiotics","Northland",2022,"15964","10974",99.9
"35278","Initial dispensings",160313,"Other Antibiotics","Waitemata",2022,"36584","25417",99.4
"35279","Initial dispensings",160313,"Other Antibiotics","Auckland",2022,"25938","17973",99.2
"35280","Initial dispensings",160313,"Other Antibiotics","Counties Manukau",2022,"36158","25349",99.7
"35281","Initial dispensings",160313,"Other Antibiotics","Waikato",2022,"32729","22598",99.8
"35282","Initial dispensings",160313,"Other Antibiotics","Lakes",2022,"6593","4481",99.6
"35283","Initial dispensings",160313,"Other Antibiotics","Bay of Plenty",2022,"17363","11888",99.8
"35284","Initial dispensings",160313,"Other Antibiotics","Tairawhiti",2022,"3906","2668",99.8
"35285","Initial dispensings",160313,"Other Antibiotics","Hawke's Bay",2022,"13385","9264",99.9
"35286","Initial dispensings",160313,"Other Antibiotics","Taranaki",2022,"8017","5674",99.7
"35287","Initial dispensings",160313,"Other Antibiotics","MidCentral",2022,"14345","9692",99.7
"35288","Initial dispensings",160313,"Other Antibiotics","Whanganui",2022,"5669","3796",99.9
"35289","Initial dispensings",160313,"Other Antibiotics","Capital & Coast",2022,"13742","9618",99.5
"35290","Initial dispensings",160313,"Other Antibiotics","Hutt Valley",2022,"6998","4774",99.6
"35291","Initial dispensings",160313,"Other Antibiotics","Wairarapa",2022,"2739","1895",99.8
"35292","Initial dispensings",160313,"Other Antibiotics","Nelson Marlborough",2022,"7815","5358",99.1
"35293","Initial dispensings",160313,"Other Antibiotics","West Coast",2022,"1953","1380",99.8
"35294","Initial dispensings",160313,"Other Antibiotics","Canterbury",2022,"29236","20051",99.7
"35295","Initial dispensings",160313,"Other Antibiotics","South Canterbury",2022,"3705","2527",99.9
"35296","Initial dispensings",160313,"Other Antibiotics","Southern",2022,"17483","12143",99.6
"35297","Initial dispensings",160313,"Other Antibiotics","New Zealand",2022,"300322","206689",99.6
"35298","Dispensings",160313,"Other Antibiotics","Northland",2018,"19758","13435",99.8
"35299","Dispensings",160313,"Other Antibiotics","Waitemata",2018,"50656","34864",99.3
"35300","Dispensings",160313,"Other Antibiotics","Auckland",2018,"38213","26166",98.8
"35301","Dispensings",160313,"Other Antibiotics","Counties Manukau",2018,"52677","36407",99.6
"35302","Dispensings",160313,"Other Antibiotics","Waikato",2018,"41943","27702",99.6
"35303","Dispensings",160313,"Other Antibiotics","Lakes",2018,"9623","6542",99.2
"35304","Dispensings",160313,"Other Antibiotics","Bay of Plenty",2018,"23018","15279",99.5
"35305","Dispensings",160313,"Other Antibiotics","Tairawhiti",2018,"5393","3407",99.5
"35306","Dispensings",160313,"Other Antibiotics","Hawke's Bay",2018,"16997","11348",99.8
"35307","Dispensings",160313,"Other Antibiotics","Taranaki",2018,"11367","7675",99.4
"35308","Dispensings",160313,"Other Antibiotics","MidCentral",2018,"16953","11278",99.6
"35309","Dispensings",160313,"Other Antibiotics","Whanganui",2018,"6840","4444",99.6
"35310","Dispensings",160313,"Other Antibiotics","Capital & Coast",2018,"21596","15094",99.1
"35311","Dispensings",160313,"Other Antibiotics","Hutt Valley",2018,"11304","7673",99.1
"35312","Dispensings",160313,"Other Antibiotics","Wairarapa",2018,"4209","2812",99.6
"35313","Dispensings",160313,"Other Antibiotics","Nelson Marlborough",2018,"11457","7543",99.1
"35314","Dispensings",160313,"Other Antibiotics","West Coast",2018,"2512","1714",99.7
"35315","Dispensings",160313,"Other Antibiotics","Canterbury",2018,"48692","32355",99.3
"35316","Dispensings",160313,"Other Antibiotics","South Canterbury",2018,"5581","3701",99.4
"35317","Dispensings",160313,"Other Antibiotics","Southern",2018,"29420","19553",99.4
"35318","Dispensings",160313,"Other Antibiotics","New Zealand",2018,"428209","287631",99.4
"35319","Dispensings",160313,"Other Antibiotics","Northland",2019,"18611","12480",99.9
"35320","Dispensings",160313,"Other Antibiotics","Waitemata",2019,"47412","32416",99.3
"35321","Dispensings",160313,"Other Antibiotics","Auckland",2019,"36544","24867",99.1
"35322","Dispensings",160313,"Other Antibiotics","Counties Manukau",2019,"51399","35326",99.6
"35323","Dispensings",160313,"Other Antibiotics","Waikato",2019,"40685","26575",99.7
"35324","Dispensings",160313,"Other Antibiotics","Lakes",2019,"9684","6417",99.5
"35325","Dispensings",160313,"Other Antibiotics","Bay of Plenty",2019,"22185","14837",99.7
"35326","Dispensings",160313,"Other Antibiotics","Tairawhiti",2019,"4713","3078",99.9
"35327","Dispensings",160313,"Other Antibiotics","Hawke's Bay",2019,"15973","10526",99.9
"35328","Dispensings",160313,"Other Antibiotics","Taranaki",2019,"11241","7520",99.5
"35329","Dispensings",160313,"Other Antibiotics","MidCentral",2019,"17201","11287",99.7
"35330","Dispensings",160313,"Other Antibiotics","Whanganui",2019,"6759","4324",99.7
"35331","Dispensings",160313,"Other Antibiotics","Capital & Coast",2019,"19035","13119",99.1
"35332","Dispensings",160313,"Other Antibiotics","Hutt Valley",2019,"9940","6551",99.1
"35333","Dispensings",160313,"Other Antibiotics","Wairarapa",2019,"3788","2517",99.7
"35334","Dispensings",160313,"Other Antibiotics","Nelson Marlborough",2019,"10125","6610",99.2
"35335","Dispensings",160313,"Other Antibiotics","West Coast",2019,"2509","1618",99.7
"35336","Dispensings",160313,"Other Antibiotics","Canterbury",2019,"46032","30001",99.5
"35337","Dispensings",160313,"Other Antibiotics","South Canterbury",2019,"5312","3535",99.6
"35338","Dispensings",160313,"Other Antibiotics","Southern",2019,"25498","16682",99.5
"35339","Dispensings",160313,"Other Antibiotics","New Zealand",2019,"404646","269098",99.5
"35340","Dispensings",160313,"Other Antibiotics","Northland",2020,"18612","12106",99.8
"35341","Dispensings",160313,"Other Antibiotics","Waitemata",2020,"43046","27936",99.1
"35342","Dispensings",160313,"Other Antibiotics","Auckland",2020,"31470","20760",99.2
"35343","Dispensings",160313,"Other Antibiotics","Counties Manukau",2020,"45113","29671",99.7
"35344","Dispensings",160313,"Other Antibiotics","Waikato",2020,"37710","23966",99.7
"35345","Dispensings",160313,"Other Antibiotics","Lakes",2020,"8913","5812",99.5
"35346","Dispensings",160313,"Other Antibiotics","Bay of Plenty",2020,"20004","12833",99.7
"35347","Dispensings",160313,"Other Antibiotics","Tairawhiti",2020,"4609","2929",99.7
"35348","Dispensings",160313,"Other Antibiotics","Hawke's Bay",2020,"16513","10079",99.9
"35349","Dispensings",160313,"Other Antibiotics","Taranaki",2020,"10370","6714",99.7
"35350","Dispensings",160313,"Other Antibiotics","MidCentral",2020,"17060","10784",99.6
"35351","Dispensings",160313,"Other Antibiotics","Whanganui",2020,"7388","4659",99.8
"35352","Dispensings",160313,"Other Antibiotics","Capital & Coast",2020,"16660","10739",99.4
"35353","Dispensings",160313,"Other Antibiotics","Hutt Valley",2020,"9061","5631",99.6
"35354","Dispensings",160313,"Other Antibiotics","Wairarapa",2020,"3808","2420",99.7
"35355","Dispensings",160313,"Other Antibiotics","Nelson Marlborough",2020,"9790","5934",98.5
"35356","Dispensings",160313,"Other Antibiotics","West Coast",2020,"2490","1600",99.8
"35357","Dispensings",160313,"Other Antibiotics","Canterbury",2020,"39322","24243",99.7
"35358","Dispensings",160313,"Other Antibiotics","South Canterbury",2020,"4721","2995",99.8
"35359","Dispensings",160313,"Other Antibiotics","Southern",2020,"22095","13686",99.6
"35360","Dispensings",160313,"Other Antibiotics","New Zealand",2020,"368755","234465",99.5
"35361","Dispensings",160313,"Other Antibiotics","Northland",2021,"17944","11676",99.9
"35362","Dispensings",160313,"Other Antibiotics","Waitemata",2021,"39850","25887",99.2
"35363","Dispensings",160313,"Other Antibiotics","Auckland",2021,"28857","18937",99.1
"35364","Dispensings",160313,"Other Antibiotics","Counties Manukau",2021,"40901","26520",99.8
"35365","Dispensings",160313,"Other Antibiotics","Waikato",2021,"36155","23182",99.8
"35366","Dispensings",160313,"Other Antibiotics","Lakes",2021,"7411","4820",99.8
"35367","Dispensings",160313,"Other Antibiotics","Bay of Plenty",2021,"19196","12419",99.7
"35368","Dispensings",160313,"Other Antibiotics","Tairawhiti",2021,"4414","2858",100
"35369","Dispensings",160313,"Other Antibiotics","Hawke's Bay",2021,"15318","9412",99.9
"35370","Dispensings",160313,"Other Antibiotics","Taranaki",2021,"9445","6153",99.7
"35371","Dispensings",160313,"Other Antibiotics","MidCentral",2021,"16318","10405",99.6
"35372","Dispensings",160313,"Other Antibiotics","Whanganui",2021,"6582","4144",99.9
"35373","Dispensings",160313,"Other Antibiotics","Capital & Coast",2021,"15504","10159",99.5
"35374","Dispensings",160313,"Other Antibiotics","Hutt Valley",2021,"7996","5026",99.6
"35375","Dispensings",160313,"Other Antibiotics","Wairarapa",2021,"3421","2149",99.7
"35376","Dispensings",160313,"Other Antibiotics","Nelson Marlborough",2021,"9279","5586",98.6
"35377","Dispensings",160313,"Other Antibiotics","West Coast",2021,"2205","1434",99.9
"35378","Dispensings",160313,"Other Antibiotics","Canterbury",2021,"35683","21581",99.8
"35379","Dispensings",160313,"Other Antibiotics","South Canterbury",2021,"4489","2821",99.8
"35380","Dispensings",160313,"Other Antibiotics","Southern",2021,"20641","12739",99.6
"35381","Dispensings",160313,"Other Antibiotics","New Zealand",2021,"341609","216947",99.6
"35382","Dispensings",160313,"Other Antibiotics","Northland",2022,"16645","10980",99.9
"35383","Dispensings",160313,"Other Antibiotics","Waitemata",2022,"39168","25445",99.4
"35384","Dispensings",160313,"Other Antibiotics","Auckland",2022,"27387","17985",99.3
"35385","Dispensings",160313,"Other Antibiotics","Counties Manukau",2022,"39043","25379",99.7
"35386","Dispensings",160313,"Other Antibiotics","Waikato",2022,"35109","22634",99.8
"35387","Dispensings",160313,"Other Antibiotics","Lakes",2022,"7072","4486",99.6
"35388","Dispensings",160313,"Other Antibiotics","Bay of Plenty",2022,"18808","11900",99.8
"35389","Dispensings",160313,"Other Antibiotics","Tairawhiti",2022,"4153","2669",99.9
"35390","Dispensings",160313,"Other Antibiotics","Hawke's Bay",2022,"15034","9272",99.9
"35391","Dispensings",160313,"Other Antibiotics","Taranaki",2022,"8632","5676",99.7
"35392","Dispensings",160313,"Other Antibiotics","MidCentral",2022,"15366","9701",99.7
"35393","Dispensings",160313,"Other Antibiotics","Whanganui",2022,"6022","3800",99.9
"35394","Dispensings",160313,"Other Antibiotics","Capital & Coast",2022,"14701","9629",99.5
"35395","Dispensings",160313,"Other Antibiotics","Hutt Valley",2022,"7636","4786",99.6
"35396","Dispensings",160313,"Other Antibiotics","Wairarapa",2022,"3138","1898",99.8
"35397","Dispensings",160313,"Other Antibiotics","Nelson Marlborough",2022,"8778","5369",99.2
"35398","Dispensings",160313,"Other Antibiotics","West Coast",2022,"2201","1380",99.8
"35399","Dispensings",160313,"Other Antibiotics","Canterbury",2022,"33953","20087",99.7
"35400","Dispensings",160313,"Other Antibiotics","South Canterbury",2022,"4304","2530",100
"35401","Dispensings",160313,"Other Antibiotics","Southern",2022,"19573","12151",99.6
"35402","Dispensings",160313,"Other Antibiotics","New Zealand",2022,"326723","206913",99.7
"39018","Initial dispensings",160307,"Penicillins","Northland",2018,"88636","56435",99.5
"39019","Initial dispensings",160307,"Penicillins","Waitemata",2018,"286808","179176",97.6
"39020","Initial dispensings",160307,"Penicillins","Auckland",2018,"234659","144921",97.2
"39021","Initial dispensings",160307,"Penicillins","Counties Manukau",2018,"352202","208510",98.5
"39022","Initial dispensings",160307,"Penicillins","Waikato",2018,"242495","142695",98.7
"39023","Initial dispensings",160307,"Penicillins","Lakes",2018,"57027","35347",98
"39024","Initial dispensings",160307,"Penicillins","Bay of Plenty",2018,"122888","76586",98.8
"39025","Initial dispensings",160307,"Penicillins","Tairawhiti",2018,"26173","16183",98.9
"39026","Initial dispensings",160307,"Penicillins","Hawke's Bay",2018,"81944","51408",99.4
"39027","Initial dispensings",160307,"Penicillins","Taranaki",2018,"56392","35729",98.5
"39028","Initial dispensings",160307,"Penicillins","MidCentral",2018,"78584","50140",98.8
"39029","Initial dispensings",160307,"Penicillins","Whanganui",2018,"33139","20520",98.9
"39030","Initial dispensings",160307,"Penicillins","Capital & Coast",2018,"127219","80581",97
"39031","Initial dispensings",160307,"Penicillins","Hutt Valley",2018,"69507","42934",97.6
"39032","Initial dispensings",160307,"Penicillins","Wairarapa",2018,"19980","12782",98.8
"39033","Initial dispensings",160307,"Penicillins","Nelson Marlborough",2018,"54266","35482",97.9
"39034","Initial dispensings",160307,"Penicillins","West Coast",2018,"10710","7373",98.6
"39035","Initial dispensings",160307,"Penicillins","Canterbury",2018,"216058","137416",98
"39036","Initial dispensings",160307,"Penicillins","South Canterbury",2018,"24341","15674",98.7
"39037","Initial dispensings",160307,"Penicillins","Southern",2018,"119746","78603",98.3
"39038","Initial dispensings",160307,"Penicillins","New Zealand",2018,"2302774","1415031",98.2
"39039","Initial dispensings",160307,"Penicillins","Northland",2019,"86169","55111",99.6
"39040","Initial dispensings",160307,"Penicillins","Waitemata",2019,"278795","177374",97.9
"39041","Initial dispensings",160307,"Penicillins","Auckland",2019,"231797","144699",97.6
"39042","Initial dispensings",160307,"Penicillins","Counties Manukau",2019,"350946","210637",98.6
"39043","Initial dispensings",160307,"Penicillins","Waikato",2019,"231274","140290",99.1
"39044","Initial dispensings",160307,"Penicillins","Lakes",2019,"54756","34681",98.3
"39045","Initial dispensings",160307,"Penicillins","Bay of Plenty",2019,"119751","75864",99.1
"39046","Initial dispensings",160307,"Penicillins","Tairawhiti",2019,"25818","16139",99
"39047","Initial dispensings",160307,"Penicillins","Hawke's Bay",2019,"78784","49944",99.5
"39048","Initial dispensings",160307,"Penicillins","Taranaki",2019,"54195","34805",98.8
"39049","Initial dispensings",160307,"Penicillins","MidCentral",2019,"77890","49984",99
"39050","Initial dispensings",160307,"Penicillins","Whanganui",2019,"31818","19962",99.3
"39051","Initial dispensings",160307,"Penicillins","Capital & Coast",2019,"124377","79860",97.6
"39052","Initial dispensings",160307,"Penicillins","Hutt Valley",2019,"67029","42201",98.2
"39053","Initial dispensings",160307,"Penicillins","Wairarapa",2019,"17758","11700",98.9
"39054","Initial dispensings",160307,"Penicillins","Nelson Marlborough",2019,"52585","34704",98
"39055","Initial dispensings",160307,"Penicillins","West Coast",2019,"9768","6800",99
"39056","Initial dispensings",160307,"Penicillins","Canterbury",2019,"214714","138386",98.7
"39057","Initial dispensings",160307,"Penicillins","South Canterbury",2019,"24036","15672",99
"39058","Initial dispensings",160307,"Penicillins","Southern",2019,"119360","79587",98.6
"39059","Initial dispensings",160307,"Penicillins","New Zealand",2019,"2251620","1406074",98.5
"39060","Initial dispensings",160307,"Penicillins","Northland",2020,"70990","46387",99.6
"39061","Initial dispensings",160307,"Penicillins","Waitemata",2020,"211642","139417",97.6
"39062","Initial dispensings",160307,"Penicillins","Auckland",2020,"171653","111524",97.2
"39063","Initial dispensings",160307,"Penicillins","Counties Manukau",2020,"260963","165466",98.6
"39064","Initial dispensings",160307,"Penicillins","Waikato",2020,"189928","118416",99
"39065","Initial dispensings",160307,"Penicillins","Lakes",2020,"45230","29370",98.5
"39066","Initial dispensings",160307,"Penicillins","Bay of Plenty",2020,"99989","64887",99.2
"39067","Initial dispensings",160307,"Penicillins","Tairawhiti",2020,"22168","14099",99
"39068","Initial dispensings",160307,"Penicillins","Hawke's Bay",2020,"65363","42230",99.5
"39069","Initial dispensings",160307,"Penicillins","Taranaki",2020,"41858","27801",98.7
"39070","Initial dispensings",160307,"Penicillins","MidCentral",2020,"64152","41789",98.8
"39071","Initial dispensings",160307,"Penicillins","Whanganui",2020,"26986","17146",99.4
"39072","Initial dispensings",160307,"Penicillins","Capital & Coast",2020,"98151","64293",97.8
"39073","Initial dispensings",160307,"Penicillins","Hutt Valley",2020,"55985","35646",98.7
"39074","Initial dispensings",160307,"Penicillins","Wairarapa",2020,"15543","10140",99
"39075","Initial dispensings",160307,"Penicillins","Nelson Marlborough",2020,"44081","29141",98.2
"39076","Initial dispensings",160307,"Penicillins","West Coast",2020,"8520","5840",99.1
"39077","Initial dispensings",160307,"Penicillins","Canterbury",2020,"175631","114833",98.6
"39078","Initial dispensings",160307,"Penicillins","South Canterbury",2020,"18852","12511",99
"39079","Initial dispensings",160307,"Penicillins","Southern",2020,"95958","64099",98.4
"39080","Initial dispensings",160307,"Penicillins","New Zealand",2020,"1783643","1145812",98.5
"39081","Initial dispensings",160307,"Penicillins","Northland",2021,"74724","48393",99.7
"39082","Initial dispensings",160307,"Penicillins","Waitemata",2021,"219729","144208",97.8
"39083","Initial dispensings",160307,"Penicillins","Auckland",2021,"176011","115289",97.7
"39084","Initial dispensings",160307,"Penicillins","Counties Manukau",2021,"263295","167295",98.9
"39085","Initial dispensings",160307,"Penicillins","Waikato",2021,"197621","123664",99.2
"39086","Initial dispensings",160307,"Penicillins","Lakes",2021,"45627","29659",98.8
"39087","Initial dispensings",160307,"Penicillins","Bay of Plenty",2021,"102900","66914",99.3
"39088","Initial dispensings",160307,"Penicillins","Tairawhiti",2021,"23075","14579",99.1
"39089","Initial dispensings",160307,"Penicillins","Hawke's Bay",2021,"67368","43311",99.6
